numero_img,index,id,country,country_code,city,node_type,latitude,longitude,indice,category,Angle_0,Angle_90,Angle_180,Angle_270,Angle_0_count,Angle_90_count,Angle_180_count,Angle_270_count,total_tags
3765,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1701038,-75.5759398,COL_medellin_S_3765,autonomy,,,{'class_name': 'Shade umbrella'},,0,0,1,0,1
3766,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1701689,-75.5777506,COL_medellin_S_3766,autonomy,,,,"{'class_name': 'Shade umbrella'}, {'class_name': 'Sun umbrella'}",0,0,0,2,2
3773,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1711032,-75.5776665,COL_medellin_S_3773,autonomy,"{'class_name': 'Sun umbrella'}, {'class_name': 'Shade umbrella'}",,,,2,0,0,0,2
3774,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1718762,-75.5763855,COL_medellin_S_3774,autonomy,,{'class_name': 'Shade umbrella'},,,0,1,0,0,1
3776,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1725158,-75.5783928,COL_medellin_S_3776,autonomy,{'class_name': 'Bench'},{'class_name': 'Sun umbrella'},,{'class_name': 'Bench'},1,1,0,1,3
3777,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1738152,-75.5778016,COL_medellin_S_3777,autonomy,,,,{'class_name': 'Shade umbrella'},0,0,0,1,1
3784,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1690271,-75.5799352,COL_medellin_S_3784,autonomy,,{'class_name': 'Bench'},,,0,1,0,0,1
3787,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.172058,-75.5783326,COL_medellin_S_3787,autonomy,,,{'class_name': 'Traffic bollard'},{'class_name': 'Cement box'},0,0,1,1,2
3798,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1680636,-75.5799501,COL_medellin_S_3798,autonomy,{'class_name': 'Shade umbrella'},{'class_name': 'Concrete planter'},,{'class_name': 'Stone bollard'},1,1,0,1,3
3803,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1696013,-75.575514,COL_medellin_S_3803,autonomy,"{'class_name': 'Outdoor bench'}, {'class_name': 'Bench'}",,,"{'class_name': 'Outdoor bench'}, {'class_name': 'Bench'}",2,0,0,2,4
3820,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1694085,-75.5751476,COL_medellin_S_3820,autonomy,{'class_name': 'Bench'},,,,1,0,0,0,1
3822,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.168885,-75.5763043,COL_medellin_S_3822,autonomy,{'class_name': 'Concrete planter'},,,,1,0,0,0,1
3829,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1711594,-75.5800616,COL_medellin_S_3829,autonomy,{'class_name': 'Concrete planter'},,,,1,0,0,0,1
3838,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1682616,-75.5803914,COL_medellin_S_3838,autonomy,,{'class_name': 'Cement box'},,,0,1,0,0,1
3839,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1680416,-75.5802948,COL_medellin_S_3839,autonomy,{'class_name': 'Shade umbrella'},,,,1,0,0,0,1
3847,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1681386,-75.5803064,COL_medellin_S_3847,autonomy,,,,{'class_name': 'Cement box'},0,0,0,1,1
3855,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1683559,-75.5805877,COL_medellin_S_3855,autonomy,,,{'class_name': 'Bench'},,0,0,1,0,1
3857,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1698143,-75.5809361,COL_medellin_S_3857,autonomy,{'class_name': 'Outdoor bench'},{'class_name': 'Bench'},,,1,1,0,0,2
3859,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1688091,-75.5807096,COL_medellin_S_3859,autonomy,,,{'class_name': 'Bench'},,0,0,1,0,1
3866,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1719856,-75.580012,COL_medellin_S_3866,autonomy,{'class_name': 'Sun umbrella'},"{'class_name': 'Shade umbrella'}, {'class_name': 'Sun umbrella'}",,,1,2,0,0,3
3880,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1741153,-75.5803704,COL_medellin_S_3880,autonomy,,,,{'class_name': 'Outdoor bench'},0,0,0,1,1
3882,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1740617,-75.5804044,COL_medellin_S_3882,autonomy,"{'class_name': 'Shade umbrella'}, {'class_name': 'Sun umbrella'}",{'class_name': 'Outdoor bench'},,,2,1,0,0,3
3895,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1712612,-75.5779612,COL_medellin_S_3895,autonomy,{'class_name': 'Iron bollard'},,,,1,0,0,0,1
3898,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2533746,-75.6293804,COL_medellin_S_3898,autonomy,{'class_name': 'Bench'},,,,1,0,0,0,1
3907,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2533757,-75.6260702,COL_medellin_S_3907,autonomy,{'class_name': 'Shade umbrella'},,,,1,0,0,0,1
3910,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2543129,-75.6271819,COL_medellin_S_3910,autonomy,,{'class_name': 'Bench'},,,0,1,0,0,1
3911,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2498102,-75.629103,COL_medellin_S_3911,autonomy,,{'class_name': 'Shade umbrella'},,{'class_name': 'Bench'},0,1,0,1,2
3917,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2536407,-75.6256541,COL_medellin_S_3917,autonomy,,{'class_name': 'Shade umbrella'},{'class_name': 'Shade umbrella'},,0,1,1,0,2
3920,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2512335,-75.6281263,COL_medellin_S_3920,autonomy,,,{'class_name': 'Shade umbrella'},,0,0,1,0,1
3921,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2525238,-75.6285199,COL_medellin_S_3921,autonomy,,,{'class_name': 'Bench'},,0,0,1,0,1
3924,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2541525,-75.6259531,COL_medellin_S_3924,autonomy,{'class_name': 'Bench'},,,{'class_name': 'Armchair'},1,0,0,1,2
3925,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2531401,-75.6270488,COL_medellin_S_3925,autonomy,{'class_name': 'Bench'},{'class_name': 'Sun umbrella'},,{'class_name': 'Bench'},1,1,0,1,3
3926,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2532097,-75.6271089,COL_medellin_S_3926,autonomy,,,,{'class_name': 'Shade umbrella'},0,0,0,1,1
3939,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2532713,-75.6295308,COL_medellin_S_3939,autonomy,,,"{'class_name': 'Concrete planter'}, {'class_name': 'Outdoor bench'}",{'class_name': 'Patio table'},0,0,2,1,3
3943,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2548289,-75.6302103,COL_medellin_S_3943,autonomy,,,{'class_name': 'Stone bollard'},,0,0,1,0,1
3948,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2498955,-75.6302124,COL_medellin_S_3948,autonomy,"{'class_name': 'Shade umbrella'}, {'class_name': 'Sun umbrella'}",,,"{'class_name': 'Shade umbrella'}, {'class_name': 'Cement box'}",2,0,0,2,4
3949,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2503818,-75.6289924,COL_medellin_S_3949,autonomy,,{'class_name': 'Outdoor bench'},,,0,1,0,0,1
3951,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.250402,-75.6292976,COL_medellin_S_3951,autonomy,,,,{'class_name': 'Concrete planter'},0,0,0,1,1
3952,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2505835,-75.6288091,COL_medellin_S_3952,autonomy,,,,{'class_name': 'Bench'},0,0,0,1,1
3961,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2545863,-75.6301823,COL_medellin_S_3961,autonomy,,,{'class_name': 'Concrete planter'},,0,0,1,0,1
3964,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2547481,-75.6264543,COL_medellin_S_3964,autonomy,{'class_name': 'Bench'},,,,1,0,0,0,1
3972,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2545743,-75.6259131,COL_medellin_S_3972,autonomy,{'class_name': 'Concrete planter'},,,,1,0,0,0,1
3974,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2552539,-75.6271004,COL_medellin_S_3974,autonomy,{'class_name': 'Cement box'},,,,1,0,0,0,1
3978,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2544557,-75.6286188,COL_medellin_S_3978,autonomy,,,,{'class_name': 'Bench'},0,0,0,1,1
3980,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2543454,-75.629599,COL_medellin_S_3980,autonomy,,{'class_name': 'Outdoor bench'},{'class_name': 'Lounge chair'},,0,1,1,0,2
3984,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2495805,-75.627214,COL_medellin_S_3984,autonomy,{'class_name': 'Bench'},,,{'class_name': 'Bench'},1,0,0,1,2
3985,42,COL42,ecuador_colombia,COL,medellin,principal,6.256338098,-75.62828287,COL_medellin_P_3985,autonomy,,,{'class_name': 'Shade umbrella'},,0,0,1,0,1
3987,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2578005,-75.6271631,COL_medellin_S_3987,autonomy,,,{'class_name': 'Armchair'},,0,0,1,0,1
3998,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2535559,-75.6291495,COL_medellin_S_3998,autonomy,,,{'class_name': 'Shade umbrella'},,0,0,1,0,1
4006,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2578106,-75.6293853,COL_medellin_S_4006,autonomy,,,{'class_name': 'Bench'},,0,0,1,0,1
4015,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2576814,-75.6281006,COL_medellin_S_4015,autonomy,,,{'class_name': 'Bench'},,0,0,1,0,1
4030,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2533991,-75.626222,COL_medellin_S_4030,autonomy,,{'class_name': 'Shade umbrella'},,{'class_name': 'Bench'},0,1,0,1,2
4037,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2565502,-75.6261066,COL_medellin_S_4037,autonomy,,,,{'class_name': 'Concrete planter'},0,0,0,1,1
4043,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2554879,-75.6305072,COL_medellin_S_4043,autonomy,,,,{'class_name': 'Outdoor bench'},0,0,0,1,1
4044,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2551697,-75.6285592,COL_medellin_S_4044,autonomy,,,,{'class_name': 'Outdoor bench'},0,0,0,1,1
4046,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2563313,-75.6270608,COL_medellin_S_4046,autonomy,{'class_name': 'Shade umbrella'},,,,1,0,0,0,1
16,1,ARGS20031,argentina,ARG,rosario,secundaria,-32.9632319,-60.6880757,ARG_rosario_S_16,diversity,{'class_name': 'Park bench'},,,,1,0,0,0,1
17,1,ARGS20031,argentina,ARG,rosario,secundaria,-32.9637517,-60.6852881,ARG_rosario_S_17,diversity,,,,{'class_name': 'Bench'},0,0,0,1,1
25,1,ARGS20031,argentina,ARG,rosario,secundaria,-32.9614316,-60.6847188,ARG_rosario_S_25,diversity,,,{'class_name': 'Park bench'},,0,0,1,0,1
50,1,ARGS20031,argentina,ARG,rosario,secundaria,-32.9603502,-60.6837105,ARG_rosario_S_50,diversity,{'class_name': 'Telephone kiosk'},,,,1,0,0,0,1
139,2,ARGS2003IXO2,argentina,ARG,rosario,secundaria,-32.9603018,-60.6887654,ARG_rosario_S_139,diversity,,{'class_name': 'Chair'},,,0,1,0,0,1
152,2,ARGS2003IXO2,argentina,ARG,rosario,secundaria,-32.960659,-60.6888533,ARG_rosario_S_152,diversity,,,,{'class_name': 'Bench'},0,0,0,1,1
253,3,ARGS2003HRZ3,argentina,ARG,rosario,secundaria,-32.9606773,-60.6905907,ARG_rosario_S_253,diversity,"{'class_name': 'Park bench'}, {'class_name': 'Garden seat'}",,,,2,0,0,0,2
477,6,ARGS2005GXG6,argentina,ARG,rosario,secundaria,-32.8861781,-60.7229786,ARG_rosario_S_477,diversity,,{'class_name': 'Park bench'},,,0,1,0,0,1
500,6,ARGS2005GXG6,argentina,ARG,rosario,secundaria,-32.8890194,-60.7240559,ARG_rosario_S_500,diversity,,{'class_name': 'Telephone kiosk'},,,0,1,0,0,1
501,6,ARGS2005GXG6,argentina,ARG,rosario,secundaria,-32.8890518,-60.7255637,ARG_rosario_S_501,diversity,,,{'class_name': 'Telephone kiosk'},,0,0,1,0,1
507,6,ARGS2005GXG6,argentina,ARG,rosario,secundaria,-32.8899277,-60.7188371,ARG_rosario_S_507,diversity,,,{'class_name': 'Bench'},,0,0,1,0,1
509,6,ARGS2005GXG6,argentina,ARG,rosario,secundaria,-32.8905719,-60.71872,ARG_rosario_S_509,diversity,,{'class_name': 'Park bench'},,,0,1,0,0,1
514,6,ARGS2005GXG6,argentina,ARG,rosario,secundaria,-32.8913573,-60.7257344,ARG_rosario_S_514,diversity,,,,{'class_name': 'Park bench'},0,0,0,1,1
523,6,ARGS2005GXG6,argentina,ARG,rosario,secundaria,-32.8877543,-60.7192456,ARG_rosario_S_523,diversity,,,"{'class_name': 'Park bench'}, {'class_name': 'Bench'}",,0,0,2,0,2
567,7,ARGS2005GYH7,argentina,ARG,rosario,secundaria,-32.8862605,-60.7265188,ARG_rosario_S_567,diversity,,,{'class_name': 'Bench'},,0,0,1,0,1
608,7,ARGS2005GYH7,argentina,ARG,rosario,secundaria,-32.8843431,-60.7262995,ARG_rosario_S_608,diversity,,,{'class_name': 'Bench'},{'class_name': 'Bench'},0,0,1,1,2
612,7,ARGS2005GYH7,argentina,ARG,rosario,secundaria,-32.8835177,-60.7262411,ARG_rosario_S_612,diversity,,,{'class_name': 'Bench'},,0,0,1,0,1
613,7,ARGS2005GYH7,argentina,ARG,rosario,secundaria,-32.8842797,-60.7262083,ARG_rosario_S_613,diversity,,,{'class_name': 'Bench'},,0,0,1,0,1
614,7,ARGS2005GYH7,argentina,ARG,rosario,secundaria,-32.8842834,-60.726302,ARG_rosario_S_614,diversity,,,{'class_name': 'Bench'},{'class_name': 'Bench'},0,0,1,1,2
618,7,ARGS2005GYH7,argentina,ARG,rosario,secundaria,-32.883467,-60.7269827,ARG_rosario_S_618,diversity,,,{'class_name': 'Bench'},,0,0,1,0,1
624,7,ARGS2005GYH7,argentina,ARG,rosario,secundaria,-32.8885246,-60.7267647,ARG_rosario_S_624,diversity,,,{'class_name': 'Park bench'},,0,0,1,0,1
625,7,ARGS2005GYH7,argentina,ARG,rosario,secundaria,-32.8886882,-60.7267007,ARG_rosario_S_625,diversity,,,{'class_name': 'Bench'},{'class_name': 'Bench'},0,0,1,1,2
704,8,ARGS2005HLC8,argentina,ARG,rosario,secundaria,-32.8823575,-60.7249815,ARG_rosario_S_704,diversity,,,,{'class_name': 'Bench'},0,0,0,1,1
770,9,ARGS2005CPD9,argentina,ARG,rosario,secundaria,-32.8927886,-60.7212984,ARG_rosario_S_770,diversity,{'class_name': 'Park bench'},,,,1,0,0,0,1
788,9,ARGS2005CPD9,argentina,ARG,rosario,secundaria,-32.8875112,-60.7175522,ARG_rosario_S_788,diversity,"{'class_name': 'Park bench'}, {'class_name': 'Bench'}",,,,2,0,0,0,2
794,9,ARGS2005CPD9,argentina,ARG,rosario,secundaria,-32.8900624,-60.717578,ARG_rosario_S_794,diversity,,,{'class_name': 'Telephone kiosk'},,0,0,1,0,1
810,10,ARGS2005HLQ10,argentina,ARG,rosario,secundaria,-32.8808807,-60.7298569,ARG_rosario_S_810,diversity,,,,{'class_name': 'Chair'},0,0,0,1,1
5,11,BRA89251-60011,brasil,BRA,jaragua_do_sul,secundaria,-26.490796,-49.0808818,BRA_jaragua_do_sul_S_5,diversity,,{'class_name': 'Telephone kiosk'},{'class_name': 'Telephone kiosk'},,0,1,1,0,2
7,11,BRA89251-60011,brasil,BRA,jaragua_do_sul,secundaria,-26.4913584,-49.0818519,BRA_jaragua_do_sul_S_7,diversity,,{'class_name': 'Telephone kiosk'},,,0,1,0,0,1
13,11,BRA89251-60011,brasil,BRA,jaragua_do_sul,secundaria,-26.4901382,-49.0828714,BRA_jaragua_do_sul_S_13,diversity,,{'class_name': 'Telephone kiosk'},,,0,1,0,0,1
16,11,BRA89251-60011,brasil,BRA,jaragua_do_sul,secundaria,-26.4892905,-49.0788694,BRA_jaragua_do_sul_S_16,diversity,,{'class_name': 'Telephone kiosk'},,,0,1,0,0,1
19,11,BRA89251-60011,brasil,BRA,jaragua_do_sul,secundaria,-26.4877445,-49.0787771,BRA_jaragua_do_sul_S_19,diversity,,{'class_name': 'Telephone kiosk'},,,0,1,0,0,1
22,11,BRA89251-60011,brasil,BRA,jaragua_do_sul,secundaria,-26.4891383,-49.0828535,BRA_jaragua_do_sul_S_22,diversity,{'class_name': 'Telephone kiosk'},,,,1,0,0,0,1
37,11,BRA89251-60011,brasil,BRA,jaragua_do_sul,secundaria,-26.4876634,-49.0807969,BRA_jaragua_do_sul_S_37,diversity,,{'class_name': 'Telephone kiosk'},,,0,1,0,0,1
55,11,BRA89251-60011,brasil,BRA,jaragua_do_sul,secundaria,-26.4854894,-49.0827846,BRA_jaragua_do_sul_S_55,diversity,{'class_name': 'Telephone kiosk'},,,,1,0,0,0,1
59,11,BRA89251-60011,brasil,BRA,jaragua_do_sul,secundaria,-26.485247,-49.0827805,BRA_jaragua_do_sul_S_59,diversity,"{'class_name': 'Bench'}, {'class_name': 'Park bench'}",,,,2,0,0,0,2
63,11,BRA89251-60011,brasil,BRA,jaragua_do_sul,secundaria,-26.4871003,-49.0819,BRA_jaragua_do_sul_S_63,diversity,,{'class_name': 'Telephone kiosk'},,,0,1,0,0,1
71,11,BRA89251-60011,brasil,BRA,jaragua_do_sul,secundaria,-26.4898386,-49.0824371,BRA_jaragua_do_sul_S_71,diversity,,,{'class_name': 'Parking meters'},,0,0,1,0,1
72,11,BRA89251-60011,brasil,BRA,jaragua_do_sul,secundaria,-26.489932,-49.0828691,BRA_jaragua_do_sul_S_72,diversity,,{'class_name': 'Telephone kiosk'},{'class_name': 'Telephone kiosk'},,0,1,1,0,2
75,11,BRA89251-60011,brasil,BRA,jaragua_do_sul,secundaria,-26.4901428,-49.0827709,BRA_jaragua_do_sul_S_75,diversity,,{'class_name': 'Telephone kiosk'},,,0,1,0,0,1
84,12,BRA89251-70012,brasil,BRA,jaragua_do_sul,principal,-26.48944346,-49.08294708,BRA_jaragua_do_sul_P_84,diversity,,,,{'class_name': 'Telephone kiosk'},0,0,0,1,1
131,12,BRA89251-70012,brasil,BRA,jaragua_do_sul,secundaria,-26.4920305,-49.0837517,BRA_jaragua_do_sul_S_131,diversity,,,{'class_name': 'Park bench'},,0,0,1,0,1
164,13,BRA89251-50013,brasil,BRA,jaragua_do_sul,principal,-26.49277547,-49.08340615,BRA_jaragua_do_sul_P_164,diversity,{'class_name': 'Telephone kiosk'},,,,1,0,0,0,1
200,13,BRA89251-50013,brasil,BRA,jaragua_do_sul,secundaria,-26.4927424,-49.0849648,BRA_jaragua_do_sul_S_200,diversity,,,{'class_name': 'Park bench'},,0,0,1,0,1
205,13,BRA89251-50013,brasil,BRA,jaragua_do_sul,secundaria,-26.492818,-49.0832619,BRA_jaragua_do_sul_S_205,diversity,,,,{'class_name': 'Telephone kiosk'},0,0,0,1,1
206,13,BRA89251-50013,brasil,BRA,jaragua_do_sul,secundaria,-26.4907906,-49.0859877,BRA_jaragua_do_sul_S_206,diversity,,,,{'class_name': 'Bench'},0,0,0,1,1
232,14,BRA89252-27514,brasil,BRA,jaragua_do_sul,secundaria,-26.4951622,-49.0881692,BRA_jaragua_do_sul_S_232,diversity,{'class_name': 'Bench'},,,,1,0,0,0,1
260,14,BRA89252-27514,brasil,BRA,jaragua_do_sul,secundaria,-26.4941847,-49.0874793,BRA_jaragua_do_sul_S_260,diversity,,{'class_name': 'Telephone kiosk'},,,0,1,0,0,1
273,15,BRA8925915,brasil,BRA,jaragua_do_sul,secundaria,-26.4994265,-49.0878359,BRA_jaragua_do_sul_S_273,diversity,,,{'class_name': 'Telephone kiosk'},,0,0,1,0,1
310,15,BRA8925915,brasil,BRA,jaragua_do_sul,secundaria,-26.4970908,-49.0877193,BRA_jaragua_do_sul_S_310,diversity,,{'class_name': 'Telephone kiosk'},,,0,1,0,0,1
324,15,BRA8925915,brasil,BRA,jaragua_do_sul,secundaria,-26.4996714,-49.0878921,BRA_jaragua_do_sul_S_324,diversity,,{'class_name': 'Telephone kiosk'},,,0,1,0,0,1
5,42,COL99,ecuador_colombia,COL,medellin,secundaria,6.2545637,-75.6297393,COL_medellin_S_5,diversity,,{'class_name': 'Park bench'},,,0,1,0,0,1
27,42,COL100,ecuador_colombia,COL,medellin,secundaria,6.2544557,-75.6286188,COL_medellin_S_27,diversity,,,{'class_name': 'Chair'},,0,0,1,0,1
99,43,COL101,ecuador_colombia,COL,medellin,secundaria,6.2565527,-75.6294644,COL_medellin_S_99,diversity,{'class_name': 'Bench'},,,,1,0,0,0,1
105,43,COL102,ecuador_colombia,COL,medellin,secundaria,6.2593737,-75.6296806,COL_medellin_S_105,diversity,{'class_name': 'Bench'},,,,1,0,0,0,1
127,44,COL103,ecuador_colombia,COL,medellin,secundaria,6.2721612,-75.5604028,COL_medellin_S_127,diversity,,"{'class_name': 'Park bench'}, {'class_name': 'Bench'}",,,0,2,0,0,2
139,44,COL104,ecuador_colombia,COL,medellin,secundaria,6.2765182,-75.5601945,COL_medellin_S_139,diversity,,,,{'class_name': 'Park bench'},0,0,0,1,1
153,44,COL105,ecuador_colombia,COL,medellin,secundaria,6.2760693,-75.5625132,COL_medellin_S_153,diversity,,,{'class_name': 'Bench'},"{'class_name': 'Park bench'}, {'class_name': 'Bench'}",0,0,1,2,3
160,44,COL106,ecuador_colombia,COL,medellin,secundaria,6.2738858,-75.5602678,COL_medellin_S_160,diversity,,{'class_name': 'Bench'},"{'class_name': 'Garden seat'}, {'class_name': 'Bench'}",,0,1,2,0,3
174,44,COL107,ecuador_colombia,COL,medellin,secundaria,6.2754084,-75.564399,COL_medellin_S_174,diversity,,,{'class_name': 'Bench'},{'class_name': 'Bench'},0,0,1,1,2
180,44,COL108,ecuador_colombia,COL,medellin,secundaria,6.2750235,-75.5616513,COL_medellin_S_180,diversity,{'class_name': 'Bench'},{'class_name': 'Bench'},,,1,1,0,0,2
181,44,COL109,ecuador_colombia,COL,medellin,secundaria,6.2752968,-75.5637094,COL_medellin_S_181,diversity,"{'class_name': 'Park bench'}, {'class_name': 'Bench'}",,,,2,0,0,0,2
198,44,COL110,ecuador_colombia,COL,medellin,secundaria,6.2725911,-75.5603121,COL_medellin_S_198,diversity,,,,{'class_name': 'Park bench'},0,0,0,1,1
216,44,COL111,ecuador_colombia,COL,medellin,secundaria,6.2749918,-75.5645683,COL_medellin_S_216,diversity,,{'class_name': 'Bench'},,,0,1,0,0,1
217,44,COL112,ecuador_colombia,COL,medellin,secundaria,6.2747659,-75.564608,COL_medellin_S_217,diversity,{'class_name': 'Bench'},,,,1,0,0,0,1
225,44,COL113,ecuador_colombia,COL,medellin,secundaria,6.2766172,-75.5648675,COL_medellin_S_225,diversity,,"{'class_name': 'Park bench'}, {'class_name': 'Telephone kiosk'}",{'class_name': 'Telephone kiosk'},,0,2,1,0,3
248,44,COL114,ecuador_colombia,COL,medellin,secundaria,6.275478,-75.5636787,COL_medellin_S_248,diversity,,{'class_name': 'Chair'},,,0,1,0,0,1
253,44,COL115,ecuador_colombia,COL,medellin,secundaria,6.2759813,-75.5642906,COL_medellin_S_253,diversity,,,,{'class_name': 'Telephone kiosk'},0,0,0,1,1
271,44,COL116,ecuador_colombia,COL,medellin,secundaria,6.2747972,-75.5652433,COL_medellin_S_271,diversity,,,,{'class_name': 'Park bench'},0,0,0,1,1
294,44,COL117,ecuador_colombia,COL,medellin,secundaria,6.2753341,-75.5644117,COL_medellin_S_294,diversity,,{'class_name': 'Park bench'},,,0,1,0,0,1
333,45,COL118,ecuador_colombia,COL,medellin,secundaria,6.2771628,-75.5634093,COL_medellin_S_333,diversity,,,{'class_name': 'Park bench'},,0,0,1,0,1
358,45,COL119,ecuador_colombia,COL,medellin,secundaria,6.2733963,-75.5623777,COL_medellin_S_358,diversity,,{'class_name': 'Park bench'},,,0,1,0,0,1
381,45,COL120,ecuador_colombia,COL,medellin,secundaria,6.2743353,-75.5624748,COL_medellin_S_381,diversity,{'class_name': 'Park bench'},,,,1,0,0,0,1
392,45,COL121,ecuador_colombia,COL,medellin,secundaria,6.2718837,-75.5616307,COL_medellin_S_392,diversity,,{'class_name': 'Park bench'},,,0,1,0,0,1
393,45,COL122,ecuador_colombia,COL,medellin,secundaria,6.2722687,-75.5609785,COL_medellin_S_393,diversity,{'class_name': 'Bench'},,,,1,0,0,0,1
399,45,COL123,ecuador_colombia,COL,medellin,secundaria,6.2744703,-75.563204,COL_medellin_S_399,diversity,,,"{'class_name': 'Park bench'}, {'class_name': 'Bench'}",{'class_name': 'Park bench'},0,0,2,1,3
497,46,COL124,ecuador_colombia,COL,medellin,secundaria,6.2741466,-75.5567816,COL_medellin_S_497,diversity,,{'class_name': 'Telephone kiosk'},,,0,1,0,0,1
552,46,COL125,ecuador_colombia,COL,medellin,secundaria,6.2774158,-75.5572989,COL_medellin_S_552,diversity,,,{'class_name': 'Bench'},,0,0,1,0,1
575,46,COL126,ecuador_colombia,COL,medellin,secundaria,6.2760487,-75.5574984,COL_medellin_S_575,diversity,{'class_name': 'Telephone kiosk'},,,,1,0,0,0,1
5,47,MYA504147,tailandia,MYA,mandalay,secundaria,21.9681463,96.0768815,MYA_mandalay_S_5,diversity,,{'class_name': 'Park bench'},,,0,1,0,0,1
27,47,MYA504147,tailandia,MYA,mandalay,secundaria,21.9640392,96.0799763,MYA_mandalay_S_27,diversity,,,{'class_name': 'Chair'},,0,0,1,0,1
31,47,MYA504147,tailandia,MYA,mandalay,secundaria,21.9659497,96.0784022,MYA_mandalay_S_31,diversity,{'class_name': 'Park bench'},,,,1,0,0,0,1
99,48,MYA503348,tailandia,MYA,mandalay,secundaria,21.9650407,96.0750781,MYA_mandalay_S_99,diversity,{'class_name': 'Bench'},,,,1,0,0,0,1
105,48,MYA503348,tailandia,MYA,mandalay,secundaria,21.9634349,96.0799009,MYA_mandalay_S_105,diversity,{'class_name': 'Bench'},,,,1,0,0,0,1
127,48,MYA503348,tailandia,MYA,mandalay,secundaria,21.9644461,96.0800099,MYA_mandalay_S_127,diversity,,"{'class_name': 'Bench'}, {'class_name': 'Park bench'}",,,0,2,0,0,2
139,48,MYA503348,tailandia,MYA,mandalay,secundaria,21.9656103,96.0767133,MYA_mandalay_S_139,diversity,,,,{'class_name': 'Park bench'},0,0,0,1,1
153,48,MYA503348,tailandia,MYA,mandalay,secundaria,21.9658067,96.0736102,MYA_mandalay_S_153,diversity,,,{'class_name': 'Bench'},"{'class_name': 'Park bench'}, {'class_name': 'Bench'}",0,0,1,2,3
160,48,MYA503348,tailandia,MYA,mandalay,secundaria,21.9647878,96.0793938,MYA_mandalay_S_160,diversity,,{'class_name': 'Bench'},"{'class_name': 'Bench'}, {'class_name': 'Garden seat'}",,0,1,2,0,3
174,48,MYA503348,tailandia,MYA,mandalay,secundaria,21.9631439,96.0745397,MYA_mandalay_S_174,diversity,,,{'class_name': 'Bench'},{'class_name': 'Bench'},0,0,1,1,2
180,49,MYA501549,tailandia,MYA,mandalay,principal,21.9893021,96.07129983,MYA_mandalay_P_180,diversity,{'class_name': 'Bench'},{'class_name': 'Bench'},,,1,1,0,0,2
