numero_img,index,id,country,country_code,city,node_type,latitude,longitude,indice,category,Angle_0,Angle_90,Angle_180,Angle_270,Angle_0_count,Angle_90_count,Angle_180_count,Angle_270_count,total_tags
3706,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1728514,-75.580663,COL_medellin_S_3706,proximity,,{'class_name': 'Bus shelter'},{'class_name': 'Bus shelter'},,0,1,1,0,2
3714,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1713455,-75.5785957,COL_medellin_S_3714,proximity,,,{'class_name': 'Bus shelter'},,0,0,1,0,1
3721,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1703252,-75.5791781,COL_medellin_S_3721,proximity,,,"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop bench'}, {'class_name': 'Bus stop'}","{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop'}",0,0,3,2,5
3726,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1682785,-75.5806384,COL_medellin_S_3726,proximity,,{'class_name': 'Bus stop bench'},"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop bench'}",,0,1,2,0,3
3727,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1739559,-75.5797901,COL_medellin_S_3727,proximity,{'class_name': 'Bus shelter'},,{'class_name': 'Bus stop bench'},{'class_name': 'Bus stop bench'},1,0,1,1,3
3729,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1701416,-75.5801928,COL_medellin_S_3729,proximity,,{'class_name': 'Bus shelter'},,,0,1,0,0,1
3730,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1695548,-75.5803031,COL_medellin_S_3730,proximity,,{'class_name': 'Bus stop bench'},,,0,1,0,0,1
3731,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1686763,-75.5801963,COL_medellin_S_3731,proximity,"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop bench'}, {'class_name': 'Bus stop'}",,"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop'}",,3,0,2,0,5
3732,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1737165,-75.579031,COL_medellin_S_3732,proximity,"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop roof'}",,,"{'class_name': 'Bus shelter'}, {'class_name': 'Bicycle parking'}",2,0,0,2,4
3737,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1730595,-75.5774191,COL_medellin_S_3737,proximity,,{'class_name': 'Bus stop bench'},"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop bench'}","{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop'}",0,1,2,2,5
3738,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1735859,-75.5782225,COL_medellin_S_3738,proximity,"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop'}",,,,2,0,0,0,2
3739,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1724549,-75.5782071,COL_medellin_S_3739,proximity,,{'class_name': 'Bus shelter'},{'class_name': 'Bus shelter'},,0,1,1,0,2
3741,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1697718,-75.5777865,COL_medellin_S_3741,proximity,,{'class_name': 'Bus stop bench'},,,0,1,0,0,1
3745,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1737691,-75.5781529,COL_medellin_S_3745,proximity,"{'class_name': 'Bus stop bench'}, {'class_name': 'Bike rack'}",,,{'class_name': 'Bus stop bench'},2,0,0,1,3
3746,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.168044,-75.5799018,COL_medellin_S_3746,proximity,{'class_name': 'Bus stop bench'},{'class_name': 'Bus shelter'},"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop bench'}","{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop bench'}",1,1,2,2,6
3747,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1715646,-75.5784355,COL_medellin_S_3747,proximity,{'class_name': 'Bus stop bench'},{'class_name': 'Bus shelter'},"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop bench'}","{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop bench'}",1,1,2,2,6
3748,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1715833,-75.5774573,COL_medellin_S_3748,proximity,{'class_name': 'Bus stop bench'},,"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop'}",,1,0,2,0,3
3749,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1726411,-75.5786385,COL_medellin_S_3749,proximity,,,{'class_name': 'Bus stop bench'},{'class_name': 'Bus stop bench'},0,0,1,1,2
3750,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1705415,-75.5757888,COL_medellin_S_3750,proximity,,,{'class_name': 'Bus stop bench'},{'class_name': 'Bus stop bench'},0,0,1,1,2
3752,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1691133,-75.5773412,COL_medellin_S_3752,proximity,{'class_name': 'Bus stop'},{'class_name': 'Bus shelter'},,,1,1,0,0,2
3753,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1737158,-75.5786159,COL_medellin_S_3753,proximity,{'class_name': 'Bus stop'},{'class_name': 'Bus shelter'},,,1,1,0,0,2
3754,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1717958,-75.5783839,COL_medellin_S_3754,proximity,{'class_name': 'Bus stop'},"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop'}",{'class_name': 'Bus stop bench'},,1,2,1,0,4
3761,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1741149,-75.5804101,COL_medellin_S_3761,proximity,,{'class_name': 'Bus shelter'},{'class_name': 'Bus stop'},,0,1,1,0,2
3764,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.170402,-75.5756236,COL_medellin_S_3764,proximity,,,,{'class_name': 'Bus shelter'},0,0,0,1,1
3765,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1701038,-75.5759398,COL_medellin_S_3765,proximity,,,{'class_name': 'Bus stop'},"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop'}",0,0,1,2,3
3770,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1706076,-75.5779628,COL_medellin_S_3770,proximity,,{'class_name': 'Bicycle storage cage'},,,0,1,0,0,1
3771,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1706849,-75.5763225,COL_medellin_S_3771,proximity,{'class_name': 'Bus stop bench'},{'class_name': 'Bus stop bench'},,,1,1,0,0,2
3773,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1711032,-75.5776665,COL_medellin_S_3773,proximity,{'class_name': 'Bus stop bench'},{'class_name': 'Bus stop bench'},,{'class_name': 'Bus stop bench'},1,1,0,1,3
3775,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1725246,-75.575622,COL_medellin_S_3775,proximity,,{'class_name': 'Bus stop bench'},,,0,1,0,0,1
3776,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1725158,-75.5783928,COL_medellin_S_3776,proximity,"{'class_name': 'Bus stop bench'}, {'class_name': 'Waiting bench'}","{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop bench'}",,"{'class_name': 'Bus stop bench'}, {'class_name': 'Bike rack'}",2,2,0,2,6
3777,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1738152,-75.5778016,COL_medellin_S_3777,proximity,,,,"{'class_name': 'Bus shelter'}, {'class_name': 'Bike rack'}",0,0,0,2,2
3779,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.173291,-75.5787512,COL_medellin_S_3779,proximity,,,{'class_name': 'Bus stop bench'},,0,0,1,0,1
3781,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1728463,-75.578198,COL_medellin_S_3781,proximity,{'class_name': 'Bus shelter'},,,,1,0,0,0,1
3784,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1690271,-75.5799352,COL_medellin_S_3784,proximity,{'class_name': 'Bus stop bench'},{'class_name': 'Bus stop bench'},,,1,1,0,0,2
3785,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1684941,-75.5797808,COL_medellin_S_3785,proximity,,,,{'class_name': 'Bicycle storage cage'},0,0,0,1,1
3787,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.172058,-75.5783326,COL_medellin_S_3787,proximity,,{'class_name': 'Bus shelter'},,,0,1,0,0,1
3788,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1707205,-75.5800754,COL_medellin_S_3788,proximity,,,,{'class_name': 'Bus stop bench'},0,0,0,1,1
3790,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1691069,-75.5767861,COL_medellin_S_3790,proximity,{'class_name': 'Bus stop bench'},{'class_name': 'Bus shelter'},,{'class_name': 'Bus shelter'},1,1,0,1,3
3792,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.172505,-75.5800045,COL_medellin_S_3792,proximity,,,,{'class_name': 'Bus stop bench'},0,0,0,1,1
3798,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1680636,-75.5799501,COL_medellin_S_3798,proximity,"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop bench'}",,{'class_name': 'Bicycle parking'},{'class_name': 'Bicycle storage cage'},2,0,1,1,4
3799,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1681611,-75.5799104,COL_medellin_S_3799,proximity,,{'class_name': 'Bus stop bench'},,{'class_name': 'Bus stop bench'},0,1,0,1,2
3801,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1698274,-75.5806564,COL_medellin_S_3801,proximity,"{'class_name': 'Bus stop bench'}, {'class_name': 'Bike rack'}",{'class_name': 'Bus stop bench'},,,2,1,0,0,3
3803,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1696013,-75.575514,COL_medellin_S_3803,proximity,"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop bench'}, {'class_name': 'Bus stop'}, {'class_name': 'Waiting bench'}",{'class_name': 'Bus shelter'},{'class_name': 'Bus stop bench'},"{'class_name': 'Bus stop bench'}, {'class_name': 'Waiting bench'}",4,1,1,2,8
3804,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1711517,-75.5753025,COL_medellin_S_3804,proximity,,,{'class_name': 'Bus stop bench'},,0,0,1,0,1
3805,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1722953,-75.5770776,COL_medellin_S_3805,proximity,{'class_name': 'Bus stop bench'},{'class_name': 'Bus stop bench'},,,1,1,0,0,2
3808,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1699748,-75.5752778,COL_medellin_S_3808,proximity,,,,{'class_name': 'Bus stop bench'},0,0,0,1,1
3809,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.170435,-75.5751852,COL_medellin_S_3809,proximity,,,,"{'class_name': 'Bus stop bench'}, {'class_name': 'Bike rack'}",0,0,0,2,2
3810,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1691477,-75.5778292,COL_medellin_S_3810,proximity,,,{'class_name': 'Bus stop bench'},,0,0,1,0,1
3813,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1702286,-75.5772918,COL_medellin_S_3813,proximity,,{'class_name': 'Bus stop bench'},,,0,1,0,0,1
3814,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1702139,-75.5781557,COL_medellin_S_3814,proximity,,,,{'class_name': 'Bus stop bench'},0,0,0,1,1
3818,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.172554,-75.5770998,COL_medellin_S_3818,proximity,,,,{'class_name': 'Bus shelter'},0,0,0,1,1
3819,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1722727,-75.5761612,COL_medellin_S_3819,proximity,,{'class_name': 'Bus shelter'},{'class_name': 'Bus shelter'},,0,1,1,0,2
3820,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1694085,-75.5751476,COL_medellin_S_3820,proximity,{'class_name': 'Bus stop bench'},,,,1,0,0,0,1
3825,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1705934,-75.5760202,COL_medellin_S_3825,proximity,"{'class_name': 'Bike rack'}, {'class_name': 'Bicycle parking'}",,,{'class_name': 'Bus shelter'},2,0,0,1,3
3829,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1711594,-75.5800616,COL_medellin_S_3829,proximity,{'class_name': 'Bus stop bench'},,{'class_name': 'Bus shelter'},,1,0,1,0,2
3846,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.168185,-75.5802906,COL_medellin_S_3846,proximity,{'class_name': 'Bus stop bench'},,,"{'class_name': 'Bike rack'}, {'class_name': 'Bicycle storage cage'}",1,0,0,2,3
3854,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1682335,-75.5807147,COL_medellin_S_3854,proximity,,{'class_name': 'Bike rack'},{'class_name': 'Bus shelter'},"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop'}",0,1,1,2,4
3859,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1688091,-75.5807096,COL_medellin_S_3859,proximity,,,,{'class_name': 'Bus stop bench'},0,0,0,1,1
3862,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1704085,-75.5807574,COL_medellin_S_3862,proximity,{'class_name': 'Bus shelter'},,,,1,0,0,0,1
3864,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1698221,-75.5808431,COL_medellin_S_3864,proximity,,"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop bench'}",,,0,2,0,0,2
3883,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1740465,-75.5804484,COL_medellin_S_3883,proximity,{'class_name': 'Bus stop bench'},,,,1,0,0,0,1
3892,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1700119,-75.5757764,COL_medellin_S_3892,proximity,,,,{'class_name': 'Bus stop'},0,0,0,1,1
3893,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1702845,-75.5761592,COL_medellin_S_3893,proximity,,,,{'class_name': 'Bus stop'},0,0,0,1,1
3894,40,COL40,ecuador_colombia,COL,medellin,secundaria,6.1713108,-75.5776917,COL_medellin_S_3894,proximity,,,,{'class_name': 'Bus stop'},0,0,0,1,1
3898,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2533746,-75.6293804,COL_medellin_S_3898,proximity,{'class_name': 'Bus stop bench'},,,{'class_name': 'Bus stop bench'},1,0,0,1,2
3900,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.253732,-75.6292586,COL_medellin_S_3900,proximity,,{'class_name': 'Bus stop bench'},,{'class_name': 'Bus stop bench'},0,1,0,1,2
3904,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2554353,-75.6258151,COL_medellin_S_3904,proximity,,{'class_name': 'Bicycle storage cage'},,,0,1,0,0,1
3905,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2497105,-75.6291859,COL_medellin_S_3905,proximity,{'class_name': 'Bus stop bench'},{'class_name': 'Bus stop bench'},,,1,1,0,0,2
3906,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2503923,-75.6289892,COL_medellin_S_3906,proximity,,,,{'class_name': 'Bus stop bench'},0,0,0,1,1
3907,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2533757,-75.6260702,COL_medellin_S_3907,proximity,{'class_name': 'Bus shelter'},,,{'class_name': 'Bus shelter'},1,0,0,1,2
3908,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2536175,-75.6254326,COL_medellin_S_3908,proximity,{'class_name': 'Bus shelter'},,,,1,0,0,0,1
3909,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2535345,-75.6255029,COL_medellin_S_3909,proximity,{'class_name': 'Bus shelter'},,{'class_name': 'Bus shelter'},,1,0,1,0,2
3910,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2543129,-75.6271819,COL_medellin_S_3910,proximity,,,{'class_name': 'Bus shelter'},,0,0,1,0,1
3912,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2508425,-75.6283359,COL_medellin_S_3912,proximity,,,{'class_name': 'Bus stop'},,0,0,1,0,1
3914,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2529653,-75.628432,COL_medellin_S_3914,proximity,,,,{'class_name': 'Bicycle storage cage'},0,0,0,1,1
3917,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2536407,-75.6256541,COL_medellin_S_3917,proximity,,{'class_name': 'Bike rack'},,,0,1,0,0,1
3918,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2512374,-75.6285708,COL_medellin_S_3918,proximity,,{'class_name': 'Bus stop bench'},,,0,1,0,0,1
3920,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2512335,-75.6281263,COL_medellin_S_3920,proximity,,{'class_name': 'Bus shelter'},,,0,1,0,0,1
3921,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2525238,-75.6285199,COL_medellin_S_3921,proximity,{'class_name': 'Bike rack'},,,,1,0,0,0,1
3922,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2530964,-75.6271507,COL_medellin_S_3922,proximity,,{'class_name': 'Bus stop bench'},,,0,1,0,0,1
3923,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2535347,-75.6267139,COL_medellin_S_3923,proximity,{'class_name': 'Bike rack'},{'class_name': 'Bicycle storage cage'},,,1,1,0,0,2
3925,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2531401,-75.6270488,COL_medellin_S_3925,proximity,,"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop bench'}",,"{'class_name': 'Bus stop bench'}, {'class_name': 'Bike rack'}",0,2,0,2,4
3926,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2532097,-75.6271089,COL_medellin_S_3926,proximity,,,,"{'class_name': 'Bus shelter'}, {'class_name': 'Bike rack'}",0,0,0,2,2
3928,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2538039,-75.6269063,COL_medellin_S_3928,proximity,,,{'class_name': 'Bus stop bench'},,0,0,1,0,1
3930,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2536849,-75.6260406,COL_medellin_S_3930,proximity,{'class_name': 'Bus shelter'},,,,1,0,0,0,1
3931,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2532908,-75.6266427,COL_medellin_S_3931,proximity,{'class_name': 'Bus shelter'},,,,1,0,0,0,1
3932,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2529241,-75.6264513,COL_medellin_S_3932,proximity,,{'class_name': 'Bicycle storage cage'},,,0,1,0,0,1
3933,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2539145,-75.6284451,COL_medellin_S_3933,proximity,,{'class_name': 'Bicycle storage cage'},,,0,1,0,0,1
3937,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.252964,-75.6312118,COL_medellin_S_3937,proximity,,{'class_name': 'Bus stop bench'},,,0,1,0,0,1
3938,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.253175,-75.6305502,COL_medellin_S_3938,proximity,,,{'class_name': 'Bus shelter'},,0,0,1,0,1
3939,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2532713,-75.6295308,COL_medellin_S_3939,proximity,,,{'class_name': 'Bus stop bench'},{'class_name': 'Bus stop bench'},0,0,1,1,2
3944,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2554879,-75.6305072,COL_medellin_S_3944,proximity,{'class_name': 'Bus stop bench'},{'class_name': 'Bus shelter'},,{'class_name': 'Bus shelter'},1,1,0,1,3
3946,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2539478,-75.6306709,COL_medellin_S_3946,proximity,,,,"{'class_name': 'Bike rack'}, {'class_name': 'Bus stop'}",0,0,0,2,2
3949,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2503818,-75.6289924,COL_medellin_S_3949,proximity,{'class_name': 'Bus stop bench'},{'class_name': 'Bus stop bench'},{'class_name': 'Bike rack'},{'class_name': 'Bike rack'},1,1,1,1,4
3951,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.250402,-75.6292976,COL_medellin_S_3951,proximity,{'class_name': 'Bus stop bench'},,,,1,0,0,0,1
3952,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2505835,-75.6288091,COL_medellin_S_3952,proximity,,,{'class_name': 'Bus stop bench'},{'class_name': 'Bus stop bench'},0,0,1,1,2
3953,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2505307,-75.6283764,COL_medellin_S_3953,proximity,,,,{'class_name': 'Bus stop bench'},0,0,0,1,1
3955,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2501536,-75.6272989,COL_medellin_S_3955,proximity,{'class_name': 'Bike rack'},,,{'class_name': 'Bus stop bench'},1,0,0,1,2
3956,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2509901,-75.6272721,COL_medellin_S_3956,proximity,,{'class_name': 'Bus stop bench'},{'class_name': 'Bus stop bench'},,0,1,1,0,2
3958,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2546746,-75.6290071,COL_medellin_S_3958,proximity,,,{'class_name': 'Bus stop bench'},,0,0,1,0,1
3961,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2545863,-75.6301823,COL_medellin_S_3961,proximity,{'class_name': 'Bus stop bench'},,,,1,0,0,0,1
3964,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2547481,-75.6264543,COL_medellin_S_3964,proximity,{'class_name': 'Bus stop bench'},,,,1,0,0,0,1
3974,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2552539,-75.6271004,COL_medellin_S_3974,proximity,{'class_name': 'Bus stop bench'},{'class_name': 'Bus stop bench'},,,1,1,0,0,2
3978,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2544557,-75.6286188,COL_medellin_S_3978,proximity,,{'class_name': 'Bus shelter'},,,0,1,0,0,1
3979,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2554744,-75.6282287,COL_medellin_S_3979,proximity,{'class_name': 'Bus stop'},,{'class_name': 'Bus shelter'},,1,0,1,0,2
3980,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2543454,-75.629599,COL_medellin_S_3980,proximity,,{'class_name': 'Bus stop bench'},,,0,1,0,0,1
3983,41,COL41,ecuador_colombia,COL,medellin,secundaria,6.2496215,-75.6278502,COL_medellin_S_3983,proximity,,{'class_name': 'Bus stop bench'},,,0,1,0,0,1
3991,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2537041,-75.6289141,COL_medellin_S_3991,proximity,{'class_name': 'Bus stop bench'},{'class_name': 'Bus stop bench'},,,1,1,0,0,2
3994,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2563368,-75.6276787,COL_medellin_S_3994,proximity,{'class_name': 'Bike rack'},,,,1,0,0,0,1
3996,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.256229,-75.6275782,COL_medellin_S_3996,proximity,,,{'class_name': 'Bus stop bench'},,0,0,1,0,1
3997,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2535,-75.629231,COL_medellin_S_3997,proximity,,{'class_name': 'Bus stop bench'},,,0,1,0,0,1
3998,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2535559,-75.6291495,COL_medellin_S_3998,proximity,,,{'class_name': 'Bus stop bench'},,0,0,1,0,1
4006,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2578106,-75.6293853,COL_medellin_S_4006,proximity,,,{'class_name': 'Bus stop bench'},,0,0,1,0,1
4010,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2585097,-75.6299448,COL_medellin_S_4010,proximity,"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop bench'}",{'class_name': 'Bus stop bench'},"{'class_name': 'Bus shelter'}, {'class_name': 'Bicycle storage cage'}",,2,1,2,0,5
4011,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.258459,-75.6285921,COL_medellin_S_4011,proximity,{'class_name': 'Bicycle storage cage'},,,"{'class_name': 'Bus stop bench'}, {'class_name': 'Bike rack'}, {'class_name': 'Bicycle storage cage'}",1,0,0,3,4
4014,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.259261,-75.6288969,COL_medellin_S_4014,proximity,,,,{'class_name': 'Bike rack'},0,0,0,1,1
4015,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2576814,-75.6281006,COL_medellin_S_4015,proximity,{'class_name': 'Bike rack'},,,,1,0,0,0,1
4016,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2578788,-75.6285539,COL_medellin_S_4016,proximity,{'class_name': 'Bicycle parking'},,,,1,0,0,0,1
4018,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2582665,-75.6281097,COL_medellin_S_4018,proximity,{'class_name': 'Bus stop'},"{'class_name': 'Bus shelter'}, {'class_name': 'Bus stop'}",{'class_name': 'Bus shelter'},{'class_name': 'Bicycle storage cage'},1,2,1,1,5
4028,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2535024,-75.6265612,COL_medellin_S_4028,proximity,,{'class_name': 'Bike rack'},"{'class_name': 'Bike rack'}, {'class_name': 'Bicycle storage cage'}",,0,1,2,0,3
4034,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2542658,-75.6284337,COL_medellin_S_4034,proximity,,,,{'class_name': 'Bus stop bench'},0,0,0,1,1
4042,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2548289,-75.6302103,COL_medellin_S_4042,proximity,,{'class_name': 'Bus stop bench'},,,0,1,0,0,1
4044,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2551697,-75.6285592,COL_medellin_S_4044,proximity,{'class_name': 'Bicycle storage cage'},,,,1,0,0,0,1
4045,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2558668,-75.6268099,COL_medellin_S_4045,proximity,,,,{'class_name': 'Bus stop bench'},0,0,0,1,1
4046,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2563313,-75.6270608,COL_medellin_S_4046,proximity,{'class_name': 'Bus shelter'},,,{'class_name': 'Bus shelter'},1,0,0,1,2
4047,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2564759,-75.6266929,COL_medellin_S_4047,proximity,{'class_name': 'Bus shelter'},,{'class_name': 'Bus shelter'},,1,0,1,0,2
4048,42,COL42,ecuador_colombia,COL,medellin,secundaria,6.2566485,-75.6266832,COL_medellin_S_4048,proximity,{'class_name': 'Bus shelter'},,{'class_name': 'Bus shelter'},,1,0,1,0,2
603,51,THA1033051,tailandia,THA,bangkok,secundaria,13.7439738,100.5561455,THA_bangkok_S_603,representativity,{'class_name': 'Sculpture'},,,,1,0,0,0,1
626,51,THA1033051,tailandia,THA,bangkok,secundaria,13.7424565,100.5542761,THA_bangkok_S_626,representativity,,,{'class_name': 'Vendor stall'},,0,0,1,0,1
668,51,THA1033051,tailandia,THA,bangkok,secundaria,13.7431799,100.5522944,THA_bangkok_S_668,representativity,,,{'class_name': 'Sculpture'},,0,0,1,0,1
811,52,THA1026052,tailandia,THA,bangkok,secundaria,13.6940481,100.6427297,THA_bangkok_S_811,representativity,,,{'class_name': 'Statue'},,0,0,1,0,1
826,52,THA1026052,tailandia,THA,bangkok,secundaria,13.6942325,100.642541,THA_bangkok_S_826,representativity,,,{'class_name': 'Statue'},,0,0,1,0,1
858,52,THA1026052,tailandia,THA,bangkok,secundaria,13.6892768,100.6468766,THA_bangkok_S_858,representativity,,,,{'class_name': 'Statue'},0,0,0,1,1
862,52,THA1026052,tailandia,THA,bangkok,secundaria,13.6897794,100.6465204,THA_bangkok_S_862,representativity,,{'class_name': 'Wall mural'},,,0,1,0,0,1
