index|id|country|country_code|city|node_type|latitude|longitude
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9611978|-60.6889927
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9610628|-60.6905964
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9616062|-60.6899233
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9611328|-60.6893801
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9610168|-60.6893318
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9598558|-60.6910881
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9591226|-60.6911695
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9617952|-60.6915407
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9609797|-60.6915593
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9587444|-60.6897839
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9590794|-60.6884495
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.959126|-60.6881351
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9584003|-60.6880757
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9595784|-60.687976
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9585041|-60.6875308
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.959126|-60.6874388
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9577888|-60.684818
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.961294|-60.6854881
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9601871|-60.6852175
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9578424|-60.6852857
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.959289|-60.6899232
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9571991|-60.6908143
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9580788|-60.6896136
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9623232|-60.6892658
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.960659|-60.6888533
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9584742|-60.6917811
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9585852|-60.6917663
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9590878|-60.6910516
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9586848|-60.691751
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9595318|-60.6885635
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9597829|-60.6871574
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9600226|-60.6858343
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9610164|-60.6889446
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9617798|-60.6905896
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9603428|-60.690627
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9597891|-60.6907242
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9606773|-60.6905907
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9621705|-60.6892291
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9619866|-60.6896294
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9625634|-60.6879043
3|ARGS2003HRZ3|Argentina|ARG|Rosario|secundaria|-32.9623114|-60.688657
4|ARGS2003ACA4|Argentina|ARG|Rosario|principal|-32.9603922325634|-60.687333915008
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9575089|-60.6865976
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9597294|-60.6871419
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9572524|-60.6879921
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9581883|-60.6882264
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9591279|-60.6842568
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9588823|-60.6855458
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9586296|-60.6868719
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9580229|-60.6867234
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9583465|-60.6896857
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9634126|-60.6838552
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9625872|-60.685128
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9614235|-60.6876122
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9632319|-60.6880757
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.962923|-60.6897324
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9626088|-60.6850077
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9628387|-60.6837105
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9620681|-60.6877774
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9614316|-60.6847188
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9600768|-60.685848
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9623345|-60.6864173
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9614104|-60.6848327
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9624125|-60.6907005
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9609254|-60.6874846
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.962771|-60.6900079
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9603248|-60.6844472
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.957677|-60.6838877
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9603062|-60.6845513
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.95795|-60.6839562
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9579695|-60.6838519
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9591479|-60.6841447
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9576656|-60.6837763
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9577175|-60.6852542
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9582268|-60.6896443
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.957896|-60.6866923
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9580695|-60.6881966
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.957543|-60.683746
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9575557|-60.6838551
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9577331|-60.6853784
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9602026|-60.6845262
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9602226|-60.6844159
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9591616|-60.6909449
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9599684|-60.6858207
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9583647|-60.6882623
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9594748|-60.6885486
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9608395|-60.6888977
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9629799|-60.6894271
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9595888|-60.6885783
4|ARGS2003ACA4|Argentina|ARG|Rosario|secundaria|-32.9598365|-60.6871729
